id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
822,hp,100.0,$,gray,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,16.0,gb,16.0,gb,11.6,4.0,gb
1228,lenovo,453.8,$,other,Refurbished,Undefined,Undefined,undefined,intel,intel core i5 4th gen,2.1,GHz,notebook/laptop,1600.0,900.0,windows,ssd,128.0,gb,128.0,gb,14,8.0,gb
1246,lenovo,200.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,8.0,gb
1280,lenovo,188.8,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","""excellent condition touch screen 14"" fhd with dual battery minor scratches as shown in photos, 6 months seller warranty and vat included""",intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
1292,samsung,47.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , fully functioning includes charger. will ship in bulk packaging. will show signs of normal use.",intel,intel celeron,2.50,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
1296,dell,450.0,$,other,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel celeron,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,32.0,gb,32.0,gb,11,4.0,gb
1297,microsoft,175.0,$,silver,"Touchscreen, Eye Tracking, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.20,GHz,notebook/laptop,2256.0,1504.0,unknown,ssd,128.0,gb,128.0,gb,13.5,8.0,gb
1301,dell,335.0,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Backlit Keyboard, Built-in Microphone",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",certified refurbished,intel,intel core i7-8665u,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,32.0,gb
1304,hp,49.0,$,grey,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n3350,2.40,GHz,other,1366.0,768.0,chrome,emmc,1.0,gb,16.0,gb,14,4.0,gb
1309,lenovo,500.0,$,black,"Built-in Webcam, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,amd,amd ryzen 5,2.30,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,16.0,gb
1312,acer,230.0,$,gray,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 10th generation,1.80,GHz,notebook/laptop,2256.0,1504.0,chrome,ssd,16.0,gb,128.0,gb,13.5,16.0,gb
1314,lenovo,320.0,$,gray,"Touchscreen,  Bluetooth,  Built-in Webcam,  Wi-Fi,  Multi-Touch Trackpad,  Backlit Keyboard,  Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",please see photos and description for more detail,intel,intel core i5 10th generation,1.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
1321,hp,100.0,$,gray,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,i5-7200u,2.50,GHz,notebook/laptop,1366.0,768.0,windows,hdd/ssd,500.0,gb,500.0,gb,15.6,8.0,gb
1322,hp,200.0,$,silver,Touchscreen,Undefined,Undefined,undefined,intel,intel core i5 10th generation,1.70,GHz,notebook/laptop,1920.0,1080.0,chrome,ssd,64.0,gb,64.0,gb,14,8.0,gb
1323,dell,115.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.30,GHz,notebook/laptop,1366.0,768.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
1324,dell,399.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Rugged,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",very good conditions good working dell rugged laptop - wear marks from normal use - there are some minor wear marks on the touchpad and palmiest in the form of shiny spots in the plastic,intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,1920.0,1080.0,unknown,ssd,512.0,gb,512.0,gb,14,32.0,gb
1325,microsoft,93.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",screen burn - pictures are stock photos - used - acceptable - has scratches all over (of course no cracks on screen) and possibly dents on the body.,other,intel core i5 7th generation,2.60,GHz,notebook/laptop,2256.0,1504.0,windows,ssd,128.0,gb,128.0,gb,13.5,8.0,gb
1351,other,225.0,$,gray,"Bluetooth,  Built-in Webcam,  Wi-Fi,  Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,2.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
1392,other,225.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Touch ID, Widescreen Display, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,2.50,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,12.0,gb
1441,other,289.0,$,silver,"Bluetooth, Built-in Webcam, Wi-Fi, Webcam, Dual Wi-Fi, Mini HDMI",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,17.3,8.0,gb
1444,dell,93.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great cosmetics - only very minor wear on lid - a grade cosmetics,intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,64.0,gb,64.0,gb,11.6,4.0,gb
1451,lenovo,420.0,$,black,"Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","excellent condition - never deployed, used for testing and light usage. still has 2 years warranty.",amd,amd ryzen 5,2.30,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,16.0,gb
1452,samsung,40.47,$,black,"Backlit Keyboard, Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",every chromebook has been restored to factory setting and top lid reskinned. no glass defects. tested for full functionality. comes with ac adapter.,intel,intel celeron,2.50,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
